Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Eugenio Suárez","CIN",2,9,0,0,1,0,0,0.444444444,0,0.2,0.111111111,0.111111111,0.111111111,0.10109467638863458,0.06342857291123696,-48.59605158094675,0.011643060017377138,-1.5797129767105222,-0.3191702142357826,-0.16600997370345044,"Eugenio Suarez",12552,553993
"Casey Schmitt","SFG",3,10,0,0,0,0,0,0.2,0,0,0,0.1,0,0.07434697151184082,0.22756869196891785,-58.97374222307634,-0.06034093955531716,-1.9520004769115389,0.0011579692363739014,-0.16818249641023744,"Casey Schmitt",27577,669477
"Nolan Arenado","ARI",3,11,0,0,0,0,0,0.454545454,0,0.166666666,0.09090909,0.09090909,0.09090909,0.08271382613615556,0.10645454851063815,-56.816620470610765,-0.015285195549950004,-2.0678758733502973,0.008198479190468788,-0.17617499779137374,"Nolan Arenado",9777,571448
"Bryce Harper","PHI",2,9,0,0,1,0,0,0.222222222,0,0.142857142,0.111111111,0.111111111,0.111111111,0.10109467638863458,0.2429999974038866,-45.36595626153659,0.01612434582784772,-1.5406397106215597,-0.5227750390768051,-0.1828462035171611,"Bryce Harper",11579,547180
"Josh Jung","TEX",2,8,0,0,0,0,0,0.25,0,0,0,0,0,0,0.17337500303983688,-100,-0.007922008633613586,-1.97039810119985,-0.18010161817073822,-0.1897764894839812,"Josh Jung",26299,673962
"Isaac Collins","KCR",2,7,0,0,0,0,0.142857142,0.285714285,0,0,0,0.142857142,0,0.1016390153339931,0.14402885735034943,-48.22924030701986,-0.47257981123402715,-1.670035465091399,-0.4896848499774933,-0.19450507047258137,"Isaac Collins",25477,686555
"Cedric Mullins","TBR",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.17355555295944214,-100,-0.0007050589774735272,-2.232558929267825,-0.09791347291320562,-0.20440772943394464,"Cedric Mullins",17929,656775
"Willy Adames","SFG",3,11,0,0,0,0,0,0.454545454,0,0.166666666,0.09090909,0.09090909,0.09090909,0.08271382613615556,0.16336363554000854,-53.47984314990938,-0.1386346505023539,-2.147549868381341,-0.2286650389432907,-0.20856573399253053,"Willy Adames",15986,642715
"Josh Naylor","SEA",3,13,0,0,0,0,0.153846153,0.153846153,0,0,0,0.153846153,0,0.05928942561149597,0.20326683421929678,-67.22940634009575,-0.030406325589865446,-2.539307278194567,-0.11167426407337189,-0.22206466182890697,"Josh Naylor",18839,647304
"Kerry Carpenter","DET",3,13,0,1,0,0,0.153846153,0.461538461,0,0,0,0.153846153,0,0.10945740112891564,0.19241569133905265,-40.13418875971167,-0.10512174014002085,-2.207519920976177,-0.910038661211729,-0.26980868327667723,"Kerry Carpenter",25961,681481
